Umrechnung avg;category AVG;category HR;Value HR;HR;Number of Players;avg (Partition) 2;avg (Partition);avg;handedness;height (Partition);height;Group Top 100 AVG;Group Top 10 HR;Group Top 100 HR;Group Top 10 AVG;name;weight (Partition);weight
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;77.22;78;Andere;Andere;Andere;Steve Adkins;Steve Adkins;208;210
11,5;Normal;Normal;0-29;5;1;0.100 - 0.119;0.10;0,115;left;71.28;72;Andere;Andere;Andere;Steve Barber;Steve Barber;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;76;Andere;Andere;Andere;Steve Barr;Steve Barr;200;200
17,2;Normal;Normal;0-29;1;1;0.160 - 0.179;0.16;0,172;right;71.28;72;Andere;Andere;Andere;Steve Blass;Steve Blass;160;165
27,1;Normal;Normal;30-59;52;1;0.260 - 0.279;0.26;0,271;left;69.30;70;Andere;Andere;Andere;Steve Braun;Steve Braun;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;77;Andere;Andere;Andere;Steve Brown;Steve Brown;200;200
25,8;Normal;Normal;30-59;30;1;0.240 - 0.259;0.24;0,258;right;71.28;72;Andere;Andere;Andere;Steve Brye;Steve Brye;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Steve Burke;Steve Burke;200;200
20,1;Normal;Normal;0-29;13;1;0.200 - 0.219;0.20;0,201;left;75.24;76;Andere;Andere;Andere;Steve Carlton;Steve Carlton;208;210
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Steve Cummings;Steve Cummings;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;77.22;78;Andere;Andere;Andere;Steve Curry;Steve Curry;216;217
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;Steve Davis;Steve Davis;192;195
24,3;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,243;right;71.28;73;Andere;Andere;Andere;Steve Dillard;Steve Dillard;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Steve Eddy;Steve Eddy;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;79.20;80;Andere;Andere;Andere;Steve Ellsworth;Steve Ellsworth;216;220
29,4;Top;Top;270-299;272;1;0.280 - 0.299;0.28;0,294;right;69.30;70;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Steve Garvey;Steve Garvey;192;192
28;Top;Normal;60-89;68;1;0.280 - 0.299;0.28;0,28;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Steve Henderson;Steve Henderson;184;190
25,8;Normal;Normal;0-29;8;1;0.240 - 0.259;0.24;0,258;left;69.30;70;Andere;Andere;Andere;Steve Hovley;Steve Hovley;184;188
20,6;Normal;Normal;0-29;16;1;0.200 - 0.219;0.20;0,206;both;71.28;73;Andere;Andere;Andere;Steve Huntz;Steve Huntz;200;204
21;Normal;Normal;0-29;5;1;0.200 - 0.219;0.20;0,21;both;69.30;71;Andere;Andere;Andere;Steve Jeltz;Steve Jeltz;176;180
27,8;Top;Normal;120-149;130;1;0.260 - 0.279;0.26;0,278;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Steve Kemp;Steve Kemp;192;195
23,3;Normal;Normal;0-29;20;1;0.220 - 0.239;0.22;0,233;right;71.28;72;Andere;Andere;Andere;Steve Lombardozzi;Steve Lombardozzi;168;175
24,8;Normal;Normal;0-29;11;1;0.240 - 0.259;0.24;0,248;right;69.30;70;Andere;Andere;Andere;Steve Nicosia;Steve Nicosia;184;185
27,4;Normal;Normal;0-29;24;1;0.260 - 0.279;0.26;0,274;both;71.28;72;Andere;Andere;Andere;Steve Ontiveros;Steve Ontiveros;184;185
21,5;Normal;Normal;0-29;6;1;0.200 - 0.219;0.20;0,215;right;75.24;77;Andere;Andere;Andere;Steve Renko;Steve Renko;224;230
13,8;Normal;Normal;0-29;0;1;0.120 - 0.139;0.12;0,138;right;73.26;74;Andere;Andere;Andere;Steve Rogers;Steve Rogers;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Steve Senteney;Steve Senteney;200;205
21,6;Normal;Normal;0-29;20;1;0.200 - 0.219;0.20;0,216;right;73.26;74;Andere;Andere;Andere;Steve Swisher;Steve Swisher;200;205
23;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,23;left;71.28;72;Andere;Andere;Andere;Steve Whitaker;Steve Whitaker;176;180
22,8;Normal;Normal;90-119;102;1;0.220 - 0.239;0.22;0,228;right;71.28;72;Andere;Andere;Andere;Steve Yeager;Steve Yeager;184;190
23;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,23;right;71.28;73;Andere;Andere;Andere;Syd O'Brien;Syd O'Brien;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;T.R. Bryden;T.R. Bryden;184;190
24,5;Normal;Normal;0-29;10;1;0.240 - 0.259;0.24;0,245;right;73.26;75;Andere;Andere;Andere;Ted Cox;Ted Cox;192;195
21,9;Normal;Normal;0-29;17;1;0.200 - 0.219;0.20;0,219;right;69.30;70;Andere;Andere;Andere;Ted Ford;Ted Ford;176;180
23,1;Normal;Normal;0-29;13;1;0.220 - 0.239;0.22;0,231;both;71.28;72;Andere;Andere;Andere;Ted Kubiak;Ted Kubiak;168;175
24;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,24;right;71.28;72;Andere;Andere;Andere;Ted Martinez;Ted Martinez;160;165
23,3;Normal;Normal;30-59;34;1;0.220 - 0.239;0.22;0,233;right;71.28;73;Andere;Andere;Andere;Ted Savage;Ted Savage;184;185
28,5;Top;Top;240-269;248;1;0.280 - 0.299;0.28;0,285;both;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Ted Simmons;Ted Simmons;192;193
26,2;Normal;Normal;0-29;23;1;0.260 - 0.279;0.26;0,262;right;69.30;70;Andere;Andere;Andere;Ted Sizemore;Ted Sizemore;160;165
26,3;Normal;Normal;30-59;36;1;0.260 - 0.279;0.26;0,263;left;73.26;74;Andere;Andere;Andere;Ted Uhlaender;Ted Uhlaender;184;190
25;Normal;Normal;30-59;42;1;0.240 - 0.259;0.24;0,25;left;71.28;72;Andere;Andere;Andere;Terry Crowley;Terry Crowley;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Terry Felton;Terry Felton;176;180
27,4;Normal;Normal;0-29;16;1;0.260 - 0.279;0.26;0,274;left;71.28;73;Andere;Andere;Andere;Terry Francona;Terry Francona;184;190
23,3;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,233;right;73.26;74;Andere;Andere;Andere;Terry Harmon;Terry Harmon;176;180
25,3;Normal;Normal;30-59;36;1;0.240 - 0.259;0.24;0,253;right;75.24;76;Andere;Andere;Andere;Terry Harper;Terry Harper;192;195
21,1;Normal;Normal;0-29;6;1;0.200 - 0.219;0.20;0,211;right;73.26;75;Andere;Andere;Andere;Terry Humphrey;Terry Humphrey;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Terry Taylor;Terry Taylor;176;180
28,1;Top;Normal;30-59;33;1;0.280 - 0.299;0.28;0,281;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Terry Whitfield;Terry Whitfield;192;197
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Terry Wilshusen;Terry Wilshusen;208;210
27,2;Normal;Normal;0-29;20;1;0.260 - 0.279;0.26;0,272;left;73.26;75;Andere;Andere;Andere;Thad Bosley;Thad Bosley;168;175
29,2;Top;Normal;90-119;113;1;0.280 - 0.299;0.28;0,292;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Thurman Munson;Thurman Munson;184;190
22,8;Normal;Normal;0-29;6;1;0.220 - 0.239;0.22;0,228;both;69.30;71;Andere;Andere;Andere;Tim Blackwell;Tim Blackwell;168;170
27;Normal;Normal;0-29;12;1;0.260 - 0.279;0.26;0,27;left;69.30;71;Andere;Andere;Andere;Tim Corcoran;Tim Corcoran;168;175
22;Normal;Normal;0-29;9;1;0.220 - 0.239;0.22;0,22;right;71.28;73;Andere;Andere;Andere;Tim Cullen;Tim Cullen;184;185
25,5;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,255;left;69.30;71;Andere;Andere;Andere;Tim Flannery;Tim Flannery;168;175
25,1;Normal;Normal;0-29;25;1;0.240 - 0.259;0.24;0,251;right;71.28;72;Andere;Andere;Andere;Tim Foli;Tim Foli;176;179
23,5;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,235;left;73.26;74;Andere;Andere;Andere;Tim Harkness;Tim Harkness;176;182
22,3;Normal;Normal;0-29;0;1;0.220 - 0.239;0.22;0,223;left;71.28;73;Andere;Andere;Andere;Tim Johnson;Tim Johnson;168;170
22,5;Normal;Normal;60-89;77;1;0.220 - 0.239;0.22;0,225;right;73.26;75;Andere;Andere;Andere;Tim Laudner;Tim Laudner;208;212
26,8;Normal;Normal;30-59;45;1;0.260 - 0.279;0.26;0,268;both;69.30;71;Andere;Andere;Andere;Tito Fuentes;Tito Fuentes;168;175
24,9;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,249;right;69.30;71;Andere;Andere;Andere;Tito Landrum;Tito Landrum;168;175
26,4;Normal;Top;180-209;195;1;0.260 - 0.279;0.26;0,264;right;71.28;72;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Toby Harrah;Toby Harrah;168;175
22;Normal;Normal;30-59;34;1;0.220 - 0.239;0.22;0,22;right;71.28;72;Andere;Andere;Andere;Todd Cruz;Todd Cruz;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;70;Andere;Andere;Andere;Todd Fischer;Todd Fischer;168;170
24,6;Normal;Normal;60-89;71;1;0.240 - 0.259;0.24;0,246;right;69.30;70;Andere;Andere;Andere;Tom Brookens;Tom Brookens;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Tom Brown;Tom Brown;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Tom Buskey;Tom Buskey;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Tom Dozier;Tom Dozier;184;190
20;Normal;Normal;0-29;22;1;0.200 - 0.219;0.20;0,2;right;75.24;76;Andere;Andere;Andere;Tom Egan;Tom Egan;216;218
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Tom Gilles;Tom Gilles;184;185
24,9;Normal;Normal;60-89;65;1;0.240 - 0.259;0.24;0,249;right;73.26;74;Andere;Andere;Andere;Tom Grieve;Tom Grieve;184;190
25,7;Normal;Normal;120-149;134;1;0.240 - 0.259;0.24;0,257;left;75.24;76;Andere;Andere;Andere;Tom Haller;Tom Haller;192;195
24,8;Normal;Normal;0-29;22;1;0.240 - 0.259;0.24;0,248;left;69.30;71;Andere;Andere;Andere;Tom Hutton;Tom Hutton;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Tom Klawitter;Tom Klawitter;184;190
20,7;Normal;Normal;0-29;2;1;0.200 - 0.219;0.20;0,207;right;69.30;71;Andere;Andere;Andere;Tom Lawless;Tom Lawless;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Tom Makowski;Tom Makowski;184;185
21,5;Normal;Normal;0-29;4;1;0.200 - 0.219;0.20;0,215;left;71.28;73;Andere;Andere;Andere;Tom Matchick;Tom Matchick;168;173
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Tom McCarthy;Tom McCarthy;176;180
20,5;Normal;Normal;0-29;5;1;0.200 - 0.219;0.20;0,205;right;71.28;73;Andere;Andere;Andere;Tom Nieto;Tom Nieto;192;193
25,6;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,256;left;71.28;72;Andere;Andere;Andere;Tom O'Malley;Tom O'Malley;176;180
28,2;Top;Normal;60-89;86;1;0.280 - 0.299;0.28;0,282;right;75.24;76;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Tom Paciorek;Tom Paciorek;208;215
26,8;Normal;Normal;0-29;10;1;0.260 - 0.279;0.26;0,268;left;69.30;70;Andere;Andere;Andere;Tom Poquette;Tom Poquette;168;175
22,5;Normal;Normal;0-29;21;1;0.220 - 0.239;0.22;0,225;left;71.28;73;Andere;Andere;Andere;Tom Satriano;Tom Satriano;184;185
15,4;Normal;Normal;0-29;12;1;0.140 - 0.159;0.14;0,154;right;71.28;73;Andere;Andere;Andere;Tom Seaver;Tom Seaver;192;195
24,5;Normal;Top;150-179;153;1;0.240 - 0.259;0.24;0,245;both;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Tom Tresh;Tom Tresh;176;180
24,1;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,241;right;71.28;73;Andere;Andere;Andere;Tom Veryzer;Tom Veryzer;168;175
22,9;Normal;Normal;0-29;13;1;0.220 - 0.239;0.22;0,229;right;73.26;75;Andere;Andere;Andere;Tommie Aaron;Tommie Aaron;184;190
25,5;Normal;Normal;120-149;130;1;0.240 - 0.259;0.24;0,255;right;69.30;71;Andere;Andere;Andere;Tommie Agee;Tommie Agee;192;195
22,6;Normal;Normal;0-29;12;1;0.220 - 0.239;0.22;0,226;right;73.26;74;Andere;Andere;Andere;Tommie Reynolds;Tommie Reynolds;184;190
18;Normal;Normal;0-29;4;1;0.180 - 0.199;0.18;0,18;right;71.28;72;Andere;Andere;Andere;Tommy Dean;Tommy Dean;160;165
25,7;Normal;Normal;120-149;146;1;0.240 - 0.259;0.24;0,257;right;67.32;69;Andere;Andere;Andere;Tommy Harper;Tommy Harper;160;165
26,9;Normal;Normal;30-59;34;1;0.260 - 0.279;0.26;0,269;right;69.30;70;Andere;Andere;Andere;Tommy Helms;Tommy Helms;160;165
15,7;Normal;Normal;0-29;5;1;0.140 - 0.159;0.14;0,157;right;73.26;75;Andere;Andere;Andere;Tommy John;Tommy John;176;180
24,6;Normal;Normal;60-89;75;1;0.240 - 0.259;0.24;0,246;left;71.28;72;Andere;Andere;Andere;Tommy McCraw;Tommy McCraw;176;183
25,2;Normal;Top;240-269;251;1;0.240 - 0.259;0.24;0,252;right;69.30;71;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Tony Armas;Tony Armas;176;182
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Tony Arnold;Tony Arnold;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Tony Chevez;Tony Chevez;176;177
19,2;Normal;Normal;0-29;11;1;0.180 - 0.199;0.18;0,192;right;71.28;72;Andere;Andere;Andere;Tony Cloninger;Tony Cloninger;208;210
26,4;Normal;Top;150-179;166;1;0.260 - 0.279;0.26;0,264;right;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Tony Conigliaro;Tony Conigliaro;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;Tony Ferreira;Tony Ferreira;160;160
28,6;Top;Normal;90-119;103;1;0.280 - 0.299;0.28;0,286;left;67.32;69;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Tony Gonzalez;Tony Gonzalez;168;170
26,8;Normal;Normal;60-89;76;1;0.260 - 0.279;0.26;0,268;right;73.26;75;Andere;Andere;Andere;Tony Horton;Tony Horton;208;210
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;70;Andere;Andere;Andere;Tony Mack;Tony Mack;176;177
25,9;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,259;left;73.26;74;Andere;Andere;Andere;Tony Muser;Tony Muser;176;180
27,9;Top;Top;360-389;379;1;0.260 - 0.279;0.26;0,279;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Tony Perez;Tony Perez;168;175
24,9;Normal;Normal;0-29;17;1;0.240 - 0.259;0.24;0,249;both;71.28;72;Andere;Andere;Andere;Tony Scott;Tony Scott;160;164
25,5;Normal;Normal;30-59;50;1;0.240 - 0.259;0.24;0,255;left;71.28;72;Andere;Andere;Andere;Tony Solaita;Tony Solaita;208;210
21,8;Normal;Normal;0-29;6;1;0.200 - 0.219;0.20;0,218;right;71.28;73;Andere;Andere;Andere;Tucker Ashford;Tucker Ashford;192;195
23,8;Normal;Normal;0-29;6;1;0.220 - 0.239;0.22;0,238;left;71.28;72;Andere;Andere;Andere;Ty Cline;Ty Cline;168;170
25,1;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,251;both;69.30;71;Andere;Andere;Andere;U L Washington;U L Washington;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Vance Lovelace;Vance Lovelace;200;205
23,2;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,232;right;71.28;73;Andere;Andere;Andere;Vern Fuller;Vern Fuller;168;170
22,9;Normal;Normal;0-29;29;1;0.220 - 0.239;0.22;0,229;right;69.30;70;Andere;Andere;Andere;Vic Correll;Vic Correll;184;185
27,9;Top;Normal;30-59;36;1;0.260 - 0.279;0.26;0,279;left;65.34;67;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Vic Davalillo;Vic Davalillo;144;150
21,7;Normal;Normal;0-29;13;1;0.200 - 0.219;0.20;0,217;both;69.30;71;Andere;Andere;Andere;Vic Harris;Vic Harris;160;165
10,4;Normal;Normal;0-29;4;1;0.100 - 0.119;0.10;0,104;both;71.28;72;Andere;Andere;Andere;Vida Blue;Vida Blue;184;189
27,3;Normal;Normal;30-59;30;1;0.260 - 0.279;0.26;0,273;left;69.30;70;Andere;Andere;Andere;Von Joshua;Von Joshua;168;170
25,5;Normal;Normal;0-29;5;1;0.240 - 0.259;0.24;0,255;both;71.28;72;Andere;Andere;Andere;Wallace Johnson;Wallace Johnson;168;173
25,6;Normal;Normal;30-59;41;1;0.240 - 0.259;0.24;0,256;left;77.22;79;Andere;Andere;Andere;Walt Bond;Walt Bond;224;228
27;Normal;Normal;30-59;33;1;0.260 - 0.279;0.26;0,27;right;65.34;66;Andere;Andere;Andere;Walt Williams;Walt Williams;160;165
22,9;Normal;Normal;0-29;16;1;0.220 - 0.239;0.22;0,229;right;69.30;70;Andere;Andere;Andere;Wayne Comer;Wayne Comer;168;175
23,9;Normal;Normal;60-89;61;1;0.220 - 0.239;0.22;0,239;left;69.30;71;Andere;Andere;Andere;Wayne Garrett;Wayne Garrett;168;175
23,3;Normal;Normal;120-149;121;1;0.220 - 0.239;0.22;0,233;left;73.26;74;Andere;Andere;Andere;Wayne Gross;Wayne Gross;208;210
26,6;Normal;Normal;0-29;15;1;0.260 - 0.279;0.26;0,266;left;71.28;73;Andere;Andere;Andere;Wayne Krenchicki;Wayne Krenchicki;176;180
28,2;Top;Normal;30-59;39;1;0.280 - 0.299;0.28;0,282;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Wayne Nordhagen;Wayne Nordhagen;200;205
24,1;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,241;both;67.32;69;Andere;Andere;Andere;Wayne Tolleson;Wayne Tolleson;160;160
26,7;Normal;Normal;60-89;64;1;0.260 - 0.279;0.26;0,267;both;71.28;73;Andere;Andere;Andere;Wes Parker;Wes Parker;176;180
25;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,25;both;73.26;74;Andere;Andere;Andere;Wilbur Howard;Wilbur Howard;168;170
27,1;Normal;Normal;90-119;110;1;0.260 - 0.279;0.26;0,271;left;73.26;75;Andere;Andere;Andere;Willie Aikens;Willie Aikens;216;220
26,8;Normal;Normal;60-89;86;1;0.260 - 0.279;0.26;0,268;left;71.28;73;Andere;Andere;Andere;Willie Crawford;Willie Crawford;192;197
27,9;Top;Top;180-209;182;1;0.260 - 0.279;0.26;0,279;left;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Willie Davis;Willie Davis;176;180
27,3;Normal;Top;300-329;325;1;0.260 - 0.279;0.26;0,273;right;69.30;71;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Willie Horton;Willie Horton;208;209
27,5;Normal;Normal;120-149;139;1;0.260 - 0.279;0.26;0,275;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Willie Montanez;Willie Montanez;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Willie Mueller;Willie Mueller;216;220
24,2;Normal;Normal;0-29;18;1;0.240 - 0.259;0.24;0,242;right;71.28;72;Andere;Andere;Andere;Willie Norwood;Willie Norwood;184;185
24,8;Normal;Normal;30-59;46;1;0.240 - 0.259;0.24;0,248;left;71.28;72;Andere;Andere;Andere;Willie Smith;Willie Smith;176;182
28,2;Top;Top;450-539;475;1;0.280 - 0.299;0.28;0,282;left;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Willie Stargell;Willie Stargell;184;188
26,2;Normal;Normal;120-149;123;1;0.260 - 0.279;0.26;0,262;left;71.28;72;Andere;Andere;Andere;Willie Upshaw;Willie Upshaw;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Win Remmerswaal;Win Remmerswaal;160;160
23;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,23;right;69.30;70;Andere;Andere;Andere;Winston Llenas;Winston Llenas;160;165
13,8;Normal;Normal;0-29;2;1;0.120 - 0.139;0.12;0,138;right;73.26;75;Andere;Andere;Andere;Woodie Fryman;Woodie Fryman;192;197
23,6;Normal;Normal;0-29;1;1;0.220 - 0.239;0.22;0,236;right;73.26;74;Andere;Andere;Andere;Woody Woodward;Woody Woodward;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;75;Andere;Andere;Andere;Zach Crouch;Zach Crouch;176;180
